Metric,BERT,BART,T5,FLAN-T5,Pegasus
ROUGE-1 F1,0.8205630081169403,0.8340096573198783,0.8318995610785799,0.8328052584688945,0.8318777165805059
ROUGE-2 F1,0.811442731868449,0.8261439957314528,0.8242202417220426,0.8230650846511319,0.8219983719243219
ROUGE-L F1,0.8187062618446725,0.8327488737244885,0.830587225297749,0.8301485528280894,0.8291961424056394
